,id,soft_voitng,my_labeling,diff
1218,TEST_01218,강,강,True
1219,TEST_01219,미술관/화랑,미술관/화랑,True
1220,TEST_01220,전문상가,전문상가,True
1221,TEST_01221,이색거리,이색거리,True
1222,TEST_01222,종교성지,종교성지,True
1223,TEST_01223,한식,한식,True
1224,TEST_01224,한식,한식,True
1225,TEST_01225,바/까페,바/까페,True
1226,TEST_01226,자연휴양림,자연휴양림,True
1227,TEST_01227,한옥스테이,한옥스테이,True
1228,TEST_01228,바/까페,바/까페,True
1229,TEST_01229,유적지/사적지,유적지/사적지,True
1230,TEST_01230,한옥스테이,한옥스테이,True
1231,TEST_01231,전시관,전시관,True
1232,TEST_01232,"야영장,오토캠핑장","야영장,오토캠핑장",True
1233,TEST_01233,한식,한식,True
1234,TEST_01234,한식,한식,True
1235,TEST_01235,민물낚시,민물낚시,True
1236,TEST_01236,"야영장,오토캠핑장","야영장,오토캠핑장",True
1237,TEST_01237,모텔,모텔,True
1238,TEST_01238,한옥스테이,한옥스테이,True
1239,TEST_01239,한식,한식,True
1240,TEST_01240,한옥스테이,한옥스테이,True
1241,TEST_01241,한식,한식,True
1242,TEST_01242,한식,한식,True
1243,TEST_01243,공연장,공연장,True
1244,TEST_01244,유명건물,유명건물,True
1245,TEST_01245,전시관,전시관,True
1246,TEST_01246,약수터,약수터,True
1247,TEST_01247,펜션,펜션,True
1248,TEST_01248,한식,한식,True
1249,TEST_01249,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1250,TEST_01250,서양식,서양식,True
1251,TEST_01251,이색거리,이색거리,True
1252,TEST_01252,중식,중식,True
1253,TEST_01253,한식,한식,True
1254,TEST_01254,바/까페,바/까페,True
1255,TEST_01255,해수욕장,해수욕장,True
1256,TEST_01256,수목원,수목원,True
1257,TEST_01257,서양식,서양식,True
1258,TEST_01258,자연생태관광지,자연생태관광지,True
1259,TEST_01259,농.산.어촌 체험,농.산.어촌 체험,True
1260,TEST_01260,한식,한식,True
1261,TEST_01261,테마공원,테마공원,True
1262,TEST_01262,관광단지,관광단지,True
1263,TEST_01263,한식,한식,True
1264,TEST_01264,농.산.어촌 체험,농.산.어촌 체험,True
1265,TEST_01265,유적지/사적지,유적지/사적지,True
1266,TEST_01266,국립공원,국립공원,True
1267,TEST_01267,한식,한식,True
1268,TEST_01268,해수욕장,해수욕장,True
1269,TEST_01269,한옥스테이,한옥스테이,True
1270,TEST_01270,바/까페,바/까페,True
1271,TEST_01271,박물관,박물관,True
1272,TEST_01272,상설시장,상설시장,True
1273,TEST_01273,펜션,펜션,True
1274,TEST_01274,산,산,True
1275,TEST_01275,한식,한식,True
1276,TEST_01276,종교성지,종교성지,True
1277,TEST_01277,자연휴양림,자연휴양림,True
1278,TEST_01278,다리/대교,다리/대교,True
1279,TEST_01279,생가,생가,True
1280,TEST_01280,한식,한식,True
1281,TEST_01281,한식,한식,True
1282,TEST_01282,전문상가,전문상가,True
1283,TEST_01283,전시관,전시관,True
1284,TEST_01284,유적지/사적지,유적지/사적지,True
1285,TEST_01285,한식,한식,True
1286,TEST_01286,상설시장,상설시장,True
1287,TEST_01287,전문상가,전문상가,True
1288,TEST_01288,농.산.어촌 체험,농.산.어촌 체험,True
1289,TEST_01289,농.산.어촌 체험,농.산.어촌 체험,True
1290,TEST_01290,한식,한식,True
1291,TEST_01291,성,성,True
1292,TEST_01292,일반축제,일반축제,True
1293,TEST_01293,한식,한식,True
1294,TEST_01294,유원지,유원지,True
1295,TEST_01295,산,산,True
1296,TEST_01296,한식,한식,True
1297,TEST_01297,"야영장,오토캠핑장","야영장,오토캠핑장",True
1298,TEST_01298,"야영장,오토캠핑장","야영장,오토캠핑장",True
1299,TEST_01299,상설시장,상설시장,True
1300,TEST_01300,"야영장,오토캠핑장","야영장,오토캠핑장",True
1301,TEST_01301,트래킹,트래킹,True
1302,TEST_01302,펜션,펜션,True
1303,TEST_01303,해수욕장,해수욕장,True
1304,TEST_01304,일반축제,일반축제,True
1305,TEST_01305,국립공원,국립공원,True
1306,TEST_01306,한식,한식,True
1307,TEST_01307,일반축제,일반축제,True
1308,TEST_01308,테마공원,테마공원,True
1309,TEST_01309,한식,한식,True
1310,TEST_01310,한옥스테이,한옥스테이,True
1311,TEST_01311,한식,한식,True
1312,TEST_01312,해수욕장,해수욕장,True
1313,TEST_01313,펜션,펜션,True
1314,TEST_01314,공원,공원,True
1315,TEST_01315,계곡,계곡,True
1316,TEST_01316,펜션,펜션,True
1317,TEST_01317,문화원,문화원,True
1318,TEST_01318,콘도미니엄,콘도미니엄,True
1319,TEST_01319,일반축제,일반축제,True
1320,TEST_01320,유적지/사적지,유적지/사적지,True
1321,TEST_01321,한식,한식,True
1322,TEST_01322,유적지/사적지,유적지/사적지,True
1323,TEST_01323,한식,한식,True
1324,TEST_01324,기타,기타,True
1325,TEST_01325,서양식,서양식,True
1326,TEST_01326,"야영장,오토캠핑장","야영장,오토캠핑장",True
1327,TEST_01327,중식,중식,True
1328,TEST_01328,"야영장,오토캠핑장","야영장,오토캠핑장",True
1329,TEST_01329,한식,한식,True
1330,TEST_01330,모텔,모텔,True
1331,TEST_01331,사찰,사찰,True
1332,TEST_01332,중식,중식,True
1333,TEST_01333,공원,공원,True
1334,TEST_01334,트래킹,트래킹,True
1335,TEST_01335,특산물판매점,특산물판매점,True
1336,TEST_01336,유적지/사적지,유적지/사적지,True
1337,TEST_01337,한식,한식,True
1338,TEST_01338,섬,섬,True
1339,TEST_01339,고택,고택,True
1340,TEST_01340,"야영장,오토캠핑장","야영장,오토캠핑장",True
1341,TEST_01341,관광단지,관광단지,True
1342,TEST_01342,한식,한식,True
1343,TEST_01343,전시관,전시관,True
1344,TEST_01344,이색거리,이색거리,True
1345,TEST_01345,펜션,펜션,True
1346,TEST_01346,한옥스테이,한옥스테이,True
1347,TEST_01347,자연생태관광지,이색거리,False
1348,TEST_01348,중식,중식,True
1349,TEST_01349,한옥스테이,한옥스테이,True
1350,TEST_01350,농.산.어촌 체험,농.산.어촌 체험,True
1351,TEST_01351,산,산,True
1352,TEST_01352,농.산.어촌 체험,농.산.어촌 체험,True
1353,TEST_01353,유원지,공원,False
1354,TEST_01354,대형서점,대형서점,True
1355,TEST_01355,유적지/사적지,유적지/사적지,True
1356,TEST_01356,기암괴석,기암괴석,True
1357,TEST_01357,일반축제,일반축제,True
1358,TEST_01358,사찰,사찰,True
1359,TEST_01359,골프,골프,True
1360,TEST_01360,한식,한식,True
1361,TEST_01361,고궁,고궁,True
1362,TEST_01362,자연휴양림,자연휴양림,True
1363,TEST_01363,산,산,True
1364,TEST_01364,바/까페,바/까페,True
1365,TEST_01365,펜션,펜션,True
1366,TEST_01366,해수욕장,해수욕장,True
1367,TEST_01367,트래킹,자전거하이킹,False
1368,TEST_01368,펜션,펜션,True
1369,TEST_01369,"야영장,오토캠핑장","야영장,오토캠핑장",True
1370,TEST_01370,5일장,5일장,True
1371,TEST_01371,유적지/사적지,유적지/사적지,True
1372,TEST_01372,일식,일식,True
1373,TEST_01373,박물관,박물관,True
1374,TEST_01374,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1375,TEST_01375,모텔,모텔,True
1376,TEST_01376,유원지,공원,False
1377,TEST_01377,한식,한식,True
1378,TEST_01378,게스트하우스,게스트하우스,True
1379,TEST_01379,이색거리,이색거리,True
1380,TEST_01380,전시관,전시관,True
1381,TEST_01381,펜션,펜션,True
1382,TEST_01382,5일장,5일장,True
1383,TEST_01383,한식,한식,True
1384,TEST_01384,5일장,5일장,True
1385,TEST_01385,한식,한식,True
1386,TEST_01386,유적지/사적지,유적지/사적지,True
1387,TEST_01387,해수욕장,해수욕장,True
1388,TEST_01388,기타행사,기타행사,True
1389,TEST_01389,일반축제,일반축제,True
1390,TEST_01390,한식,한식,True
1391,TEST_01391,유람선/잠수함관광,유람선/잠수함관광,True
1392,TEST_01392,산,산,True
1393,TEST_01393,공원,공원,True
1394,TEST_01394,계곡,계곡,True
1395,TEST_01395,"야영장,오토캠핑장","야영장,오토캠핑장",True
1396,TEST_01396,상설시장,상설시장,True
1397,TEST_01397,기타행사,기타행사,True
1398,TEST_01398,바/까페,바/까페,True
1399,TEST_01399,골프,골프,True
1400,TEST_01400,민물낚시,민물낚시,True
1401,TEST_01401,한식,한식,True
1402,TEST_01402,한식,한식,True
1403,TEST_01403,한식,한식,True
1404,TEST_01404,중식,중식,True
1405,TEST_01405,"야영장,오토캠핑장","야영장,오토캠핑장",True
1406,TEST_01406,"야영장,오토캠핑장","야영장,오토캠핑장",True
1407,TEST_01407,모텔,모텔,True
1408,TEST_01408,기타,기타,True
1409,TEST_01409,한식,한식,True
1410,TEST_01410,농.산.어촌 체험,농.산.어촌 체험,True
1411,TEST_01411,"야영장,오토캠핑장","야영장,오토캠핑장",True
1412,TEST_01412,미술관/화랑,미술관/화랑,True
1413,TEST_01413,바/까페,바/까페,True
1414,TEST_01414,유적지/사적지,유적지/사적지,True
1415,TEST_01415,한식,한식,True
1416,TEST_01416,한식,한식,True
1417,TEST_01417,계곡,계곡,True
1418,TEST_01418,공연장,전시관,False
1419,TEST_01419,한식,한식,True
1420,TEST_01420,한식,한식,True
1421,TEST_01421,일반축제,일반축제,True
1422,TEST_01422,사찰,사찰,True
1423,TEST_01423,유원지,유원지,True
1424,TEST_01424,한옥스테이,한옥스테이,True
1425,TEST_01425,농.산.어촌 체험,농.산.어촌 체험,True
1426,TEST_01426,한식,한식,True
1427,TEST_01427,기념관,기념관,True
1428,TEST_01428,스키(보드) 렌탈샵,스키(보드) 렌탈샵,True
1429,TEST_01429,공원,공원,True
1430,TEST_01430,미술관/화랑,미술관/화랑,True
1431,TEST_01431,한식,한식,True
1432,TEST_01432,"야영장,오토캠핑장","야영장,오토캠핑장",True
1433,TEST_01433,수련시설,수련시설,True
1434,TEST_01434,한식,한식,True
1435,TEST_01435,한식,한식,True
1436,TEST_01436,"야영장,오토캠핑장","야영장,오토캠핑장",True
1437,TEST_01437,공원,공원,True
1438,TEST_01438,자연생태관광지,자연생태관광지,True
1439,TEST_01439,한식,한식,True
1440,TEST_01440,펜션,펜션,True
1441,TEST_01441,사찰,사찰,True
1442,TEST_01442,이색거리,농.산.어촌 체험,False
1443,TEST_01443,섬,섬,True
1444,TEST_01444,이색거리,이색거리,True
1445,TEST_01445,유적지/사적지,유적지/사적지,True
1446,TEST_01446,산,산,True
1447,TEST_01447,전문상가,전문상가,True
1448,TEST_01448,자동차경주,자동차경주,True
1449,TEST_01449,한식,한식,True
1450,TEST_01450,한옥스테이,한옥스테이,True
1451,TEST_01451,트래킹,트래킹,True
1452,TEST_01452,한옥스테이,한옥스테이,True
1453,TEST_01453,일반축제,일반축제,True
1454,TEST_01454,수목원,수목원,True
1455,TEST_01455,한식,한식,True
1456,TEST_01456,전시관,전시관,True
1457,TEST_01457,상설시장,상설시장,True
1458,TEST_01458,일반축제,일반축제,True
1459,TEST_01459,미술관/화랑,미술관/화랑,True
1460,TEST_01460,요트,요트,True
1461,TEST_01461,바다낚시,바다낚시,True
1462,TEST_01462,한식,한식,True
1463,TEST_01463,일반축제,일반축제,True
1464,TEST_01464,한옥스테이,한옥스테이,True
1465,TEST_01465,"야영장,오토캠핑장","야영장,오토캠핑장",True
1466,TEST_01466,"야영장,오토캠핑장","야영장,오토캠핑장",True
1467,TEST_01467,유적지/사적지,유적지/사적지,True
1468,TEST_01468,농.산.어촌 체험,농.산.어촌 체험,True
1469,TEST_01469,한식,한식,True
1470,TEST_01470,모텔,모텔,True
1471,TEST_01471,골프,골프,True
1472,TEST_01472,전문상가,전문상가,True
1473,TEST_01473,전문상가,전문상가,True
1474,TEST_01474,유명건물,유명건물,True
1475,TEST_01475,"야영장,오토캠핑장","야영장,오토캠핑장",True
1476,TEST_01476,한옥스테이,한옥스테이,True
1477,TEST_01477,이색거리,이색거리,True
1478,TEST_01478,문화전수시설,문화전수시설,True
1479,TEST_01479,바/까페,바/까페,True
1480,TEST_01480,"야영장,오토캠핑장","야영장,오토캠핑장",True
1481,TEST_01481,유명건물,유명건물,True
1482,TEST_01482,서양식,서양식,True
1483,TEST_01483,일반축제,일반축제,True
1484,TEST_01484,썰매장,썰매장,True
1485,TEST_01485,유적지/사적지,유적지/사적지,True
1486,TEST_01486,바/까페,바/까페,True
1487,TEST_01487,한식,한식,True
1488,TEST_01488,한식,한식,True
1489,TEST_01489,펜션,펜션,True
1490,TEST_01490,농.산.어촌 체험,농.산.어촌 체험,True
1491,TEST_01491,"야영장,오토캠핑장","야영장,오토캠핑장",True
1492,TEST_01492,한옥스테이,한옥스테이,True
1493,TEST_01493,공원,공원,True
1494,TEST_01494,농.산.어촌 체험,농.산.어촌 체험,True
1495,TEST_01495,도서관,도서관,True
1496,TEST_01496,기암괴석,기암괴석,True
1497,TEST_01497,모텔,모텔,True
1498,TEST_01498,산,산,True
1499,TEST_01499,한식,한식,True
1500,TEST_01500,문,문,True
1501,TEST_01501,바/까페,바/까페,True
1502,TEST_01502,승마,승마,True
1503,TEST_01503,"야영장,오토캠핑장","야영장,오토캠핑장",True
1504,TEST_01504,박물관,박물관,True
1505,TEST_01505,수목원,수목원,True
1506,TEST_01506,5일장,5일장,True
1507,TEST_01507,트래킹,트래킹,True
1508,TEST_01508,자연휴양림,자연휴양림,True
1509,TEST_01509,"야영장,오토캠핑장","야영장,오토캠핑장",True
1510,TEST_01510,한식,한식,True
1511,TEST_01511,"야영장,오토캠핑장","야영장,오토캠핑장",True
1512,TEST_01512,관광단지,관광단지,True
1513,TEST_01513,바/까페,바/까페,True
1514,TEST_01514,바/까페,바/까페,True
1515,TEST_01515,일반축제,일반축제,True
1516,TEST_01516,미술관/화랑,미술관/화랑,True
1517,TEST_01517,"야영장,오토캠핑장","야영장,오토캠핑장",True
1518,TEST_01518,"야영장,오토캠핑장","야영장,오토캠핑장",True
1519,TEST_01519,자전거하이킹,자전거하이킹,True
1520,TEST_01520,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1521,TEST_01521,한옥스테이,한옥스테이,True
1522,TEST_01522,면세점,면세점,True
1523,TEST_01523,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1524,TEST_01524,한식,한식,True
1525,TEST_01525,바/까페,바/까페,True
1526,TEST_01526,한식,한식,True
1527,TEST_01527,등대,등대,True
1528,TEST_01528,도서관,도서관,True
1529,TEST_01529,일반축제,일반축제,True
1530,TEST_01530,농.산.어촌 체험,농.산.어촌 체험,True
1531,TEST_01531,한식,한식,True
1532,TEST_01532,한식,한식,True
1533,TEST_01533,한식,한식,True
1534,TEST_01534,한식,한식,True
1535,TEST_01535,한옥스테이,한옥스테이,True
1536,TEST_01536,항구/포구,항구/포구,True
1537,TEST_01537,계곡,계곡,True
1538,TEST_01538,사찰,사찰,True
1539,TEST_01539,농.산.어촌 체험,농.산.어촌 체험,True
1540,TEST_01540,한식,한식,True
1541,TEST_01541,농.산.어촌 체험,농.산.어촌 체험,True
1542,TEST_01542,바/까페,바/까페,True
1543,TEST_01543,중식,중식,True
1544,TEST_01544,"야영장,오토캠핑장","야영장,오토캠핑장",True
1545,TEST_01545,한식,한식,True
1546,TEST_01546,중식,중식,True
1547,TEST_01547,해수욕장,해수욕장,True
1548,TEST_01548,이색거리,이색거리,True
1549,TEST_01549,"야영장,오토캠핑장","야영장,오토캠핑장",True
1550,TEST_01550,계곡,계곡,True
1551,TEST_01551,이색거리,이색거리,True
1552,TEST_01552,"야영장,오토캠핑장","야영장,오토캠핑장",True
1553,TEST_01553,자연생태관광지,자연생태관광지,True
1554,TEST_01554,관광단지,관광단지,True
1555,TEST_01555,펜션,펜션,True
1556,TEST_01556,"야영장,오토캠핑장",펜션,False
1557,TEST_01557,한식,한식,True
1558,TEST_01558,"야영장,오토캠핑장","야영장,오토캠핑장",True
1559,TEST_01559,한옥스테이,한옥스테이,True
1560,TEST_01560,한옥스테이,한옥스테이,True
1561,TEST_01561,"야영장,오토캠핑장","야영장,오토캠핑장",True
1562,TEST_01562,폭포,폭포,True
1563,TEST_01563,이색거리,이색거리,True
1564,TEST_01564,"야영장,오토캠핑장","야영장,오토캠핑장",True
1565,TEST_01565,사찰,사찰,True
1566,TEST_01566,바/까페,바/까페,True
1567,TEST_01567,한식,한식,True
1568,TEST_01568,한옥스테이,모텔,False
1569,TEST_01569,박람회,박람회,True
1570,TEST_01570,일식,일식,True
1571,TEST_01571,한식,한식,True
1572,TEST_01572,한옥스테이,한옥스테이,True
1573,TEST_01573,공원,공원,True
1574,TEST_01574,유적지/사적지,유적지/사적지,True
1575,TEST_01575,한식,한식,True
1576,TEST_01576,한식,한식,True
1577,TEST_01577,섬,섬,True
1578,TEST_01578,한식,한식,True
1579,TEST_01579,한식,한식,True
1580,TEST_01580,바/까페,바/까페,True
1581,TEST_01581,한식,한식,True
1582,TEST_01582,바/까페,바/까페,True
1583,TEST_01583,공연장,공연장,True
1584,TEST_01584,바/까페,바/까페,True
1585,TEST_01585,한식,한식,True
1586,TEST_01586,공원,공원,True
1587,TEST_01587,자동차경주,자동차경주,True
1588,TEST_01588,유원지,공원,False
1589,TEST_01589,전시관,전시관,True
1590,TEST_01590,한식,한식,True
1591,TEST_01591,자연생태관광지,자연생태관광지,True
1592,TEST_01592,안보관광,안보관광,True
1593,TEST_01593,박물관,박물관,True
1594,TEST_01594,모텔,모텔,True
1595,TEST_01595,산,산,True
1596,TEST_01596,한식,한식,True
1597,TEST_01597,한식,한식,True
1598,TEST_01598,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1599,TEST_01599,관광단지,관광단지,True
1600,TEST_01600,사찰,사찰,True
1601,TEST_01601,트래킹,트래킹,True
1602,TEST_01602,일반축제,일반축제,True
1603,TEST_01603,전시관,전시관,True
1604,TEST_01604,사찰,사찰,True
1605,TEST_01605,산,산,True
1606,TEST_01606,이색거리,이색거리,True
1607,TEST_01607,한식,한식,True
1608,TEST_01608,안보관광,안보관광,True
1609,TEST_01609,유적지/사적지,유적지/사적지,True
1610,TEST_01610,이색거리,이색거리,True
1611,TEST_01611,한식,한식,True
1612,TEST_01612,한식,한식,True
1613,TEST_01613,한식,한식,True
1614,TEST_01614,유적지/사적지,유적지/사적지,True
1615,TEST_01615,한식,한식,True
1616,TEST_01616,사찰,사찰,True
1617,TEST_01617,이색거리,이색거리,True
1618,TEST_01618,모텔,모텔,True
1619,TEST_01619,박물관,박물관,True
1620,TEST_01620,전문상가,전문상가,True
1621,TEST_01621,고택,고택,True
1622,TEST_01622,자연생태관광지,자연생태관광지,True
1623,TEST_01623,한식,한식,True
1624,TEST_01624,상설시장,상설시장,True
1625,TEST_01625,박물관,박물관,True
1626,TEST_01626,한식,한식,True
1627,TEST_01627,문화전수시설,문화전수시설,True
1628,TEST_01628,한식,한식,True
1629,TEST_01629,박물관,박물관,True
1630,TEST_01630,농.산.어촌 체험,농.산.어촌 체험,True
1631,TEST_01631,강,강,True
1632,TEST_01632,이색거리,이색거리,True
1633,TEST_01633,공원,공원,True
1634,TEST_01634,모텔,모텔,True
1635,TEST_01635,한식,한식,True
1636,TEST_01636,"공예,공방","공예,공방",True
1637,TEST_01637,한식,한식,True
1638,TEST_01638,한옥스테이,한옥스테이,True
1639,TEST_01639,이색거리,이색거리,True
1640,TEST_01640,바다낚시,바다낚시,True
1641,TEST_01641,공원,공원,True
1642,TEST_01642,유명건물,유명건물,True
1643,TEST_01643,한식,한식,True
1644,TEST_01644,유적지/사적지,유적지/사적지,True
1645,TEST_01645,한식,한식,True
1646,TEST_01646,문화원,문화원,True
1647,TEST_01647,"야영장,오토캠핑장","야영장,오토캠핑장",True
1648,TEST_01648,"야영장,오토캠핑장","야영장,오토캠핑장",True
1649,TEST_01649,전시관,전시관,True
1650,TEST_01650,한식,한식,True
1651,TEST_01651,한식,한식,True
1652,TEST_01652,호수,호수,True
1653,TEST_01653,컨벤션,컨벤션,True
1654,TEST_01654,사찰,사찰,True
1655,TEST_01655,미술관/화랑,미술관/화랑,True
1656,TEST_01656,강,강,True
1657,TEST_01657,사찰,사찰,True
1658,TEST_01658,한식,한식,True
1659,TEST_01659,농.산.어촌 체험,농.산.어촌 체험,True
1660,TEST_01660,기타행사,기타행사,True
1661,TEST_01661,전문상가,전문상가,True
1662,TEST_01662,서양식,서양식,True
1663,TEST_01663,윈드서핑/제트스키,윈드서핑/제트스키,True
1664,TEST_01664,"야영장,오토캠핑장","야영장,오토캠핑장",True
1665,TEST_01665,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1666,TEST_01666,공원,공원,True
1667,TEST_01667,일반축제,일반축제,True
1668,TEST_01668,일식,일식,True
1669,TEST_01669,일반축제,일반축제,True
1670,TEST_01670,섬,섬,True
1671,TEST_01671,한식,한식,True
1672,TEST_01672,5일장,5일장,True
1673,TEST_01673,일반축제,일반축제,True
1674,TEST_01674,이색거리,이색거리,True
1675,TEST_01675,전시관,전시관,True
1676,TEST_01676,이색거리,이색거리,True
1677,TEST_01677,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1678,TEST_01678,한옥스테이,한옥스테이,True
1679,TEST_01679,농.산.어촌 체험,농.산.어촌 체험,True
1680,TEST_01680,유적지/사적지,유적지/사적지,True
1681,TEST_01681,유적지/사적지,유적지/사적지,True
1682,TEST_01682,바/까페,바/까페,True
1683,TEST_01683,특산물판매점,특산물판매점,True
1684,TEST_01684,수련시설,수련시설,True
1685,TEST_01685,윈드서핑/제트스키,윈드서핑/제트스키,True
1686,TEST_01686,다리/대교,다리/대교,True
1687,TEST_01687,한식,한식,True
1688,TEST_01688,바/까페,바/까페,True
1689,TEST_01689,바/까페,바/까페,True
1690,TEST_01690,한옥스테이,한옥스테이,True
1691,TEST_01691,카트,카트,True
1692,TEST_01692,생가,생가,True
1693,TEST_01693,한식,한식,True
1694,TEST_01694,상설시장,상설시장,True
1695,TEST_01695,한식,한식,True
1696,TEST_01696,모텔,모텔,True
1697,TEST_01697,"야영장,오토캠핑장","야영장,오토캠핑장",True
1698,TEST_01698,트래킹,트래킹,True
1699,TEST_01699,"야영장,오토캠핑장","야영장,오토캠핑장",True
1700,TEST_01700,한식,한식,True
1701,TEST_01701,바/까페,바/까페,True
1702,TEST_01702,전시관,전시관,True
1703,TEST_01703,"야영장,오토캠핑장","야영장,오토캠핑장",True
1704,TEST_01704,일반축제,일반축제,True
1705,TEST_01705,한식,한식,True
1706,TEST_01706,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1707,TEST_01707,기암괴석,기암괴석,True
1708,TEST_01708,한옥스테이,한옥스테이,True
1709,TEST_01709,한식,한식,True
1710,TEST_01710,관광단지,관광단지,True
1711,TEST_01711,바/까페,바/까페,True
1712,TEST_01712,도서관,도서관,True
1713,TEST_01713,한식,한식,True
1714,TEST_01714,미술관/화랑,미술관/화랑,True
1715,TEST_01715,일반축제,일반축제,True
1716,TEST_01716,자동차경주,자동차경주,True
1717,TEST_01717,수영,수련시설,False
1718,TEST_01718,기타행사,기타행사,True
1719,TEST_01719,강,강,True
1720,TEST_01720,농.산.어촌 체험,농.산.어촌 체험,True
1721,TEST_01721,"야영장,오토캠핑장","야영장,오토캠핑장",True
1722,TEST_01722,일반축제,일반축제,True
1723,TEST_01723,"야영장,오토캠핑장","야영장,오토캠핑장",True
1724,TEST_01724,일반축제,일반축제,True
1725,TEST_01725,바/까페,바/까페,True
1726,TEST_01726,한식,한식,True
1727,TEST_01727,서양식,서양식,True
1728,TEST_01728,유적지/사적지,유적지/사적지,True
1729,TEST_01729,미술관/화랑,미술관/화랑,True
1730,TEST_01730,한식,한식,True
1731,TEST_01731,"야영장,오토캠핑장","야영장,오토캠핑장",True
1732,TEST_01732,"야영장,오토캠핑장","야영장,오토캠핑장",True
1733,TEST_01733,희귀동.식물,희귀동.식물,True
1734,TEST_01734,도서관,도서관,True
1735,TEST_01735,일반축제,일반축제,True
1736,TEST_01736,이색거리,이색거리,True
1737,TEST_01737,5일장,5일장,True
1738,TEST_01738,해수욕장,해수욕장,True
1739,TEST_01739,성,성,True
1740,TEST_01740,한식,한식,True
1741,TEST_01741,한식,한식,True
1742,TEST_01742,한식,한식,True
1743,TEST_01743,유적지/사적지,유적지/사적지,True
1744,TEST_01744,한식,한식,True
1745,TEST_01745,한식,한식,True
1746,TEST_01746,유적지/사적지,ATV,False
1747,TEST_01747,전시관,전시관,True
1748,TEST_01748,박물관,박물관,True
1749,TEST_01749,펜션,펜션,True
1750,TEST_01750,전시관,전시관,True
1751,TEST_01751,5일장,5일장,True
1752,TEST_01752,바/까페,바/까페,True
1753,TEST_01753,기타,기타,True
1754,TEST_01754,바/까페,바/까페,True
1755,TEST_01755,자연휴양림,자연휴양림,True
1756,TEST_01756,한식,한식,True
1757,TEST_01757,한식,한식,True
1758,TEST_01758,일반축제,일반축제,True
1759,TEST_01759,해수욕장,해수욕장,True
1760,TEST_01760,한식,한식,True
1761,TEST_01761,한식,한식,True
1762,TEST_01762,한식,한식,True
1763,TEST_01763,바/까페,바/까페,True
1764,TEST_01764,한식,한식,True
1765,TEST_01765,산,산,True
1766,TEST_01766,한식,한식,True
1767,TEST_01767,계곡,계곡,True
1768,TEST_01768,"야영장,오토캠핑장","야영장,오토캠핑장",True
1769,TEST_01769,유적지/사적지,유적지/사적지,True
1770,TEST_01770,전문상가,전문상가,True
1771,TEST_01771,일반축제,수목원,False
1772,TEST_01772,서양식,서양식,True
1773,TEST_01773,복합 레포츠,복합 레포츠,True
1774,TEST_01774,일반축제,일반축제,True
1775,TEST_01775,박물관,박물관,True
1776,TEST_01776,"야영장,오토캠핑장","야영장,오토캠핑장",True
1777,TEST_01777,특산물판매점,특산물판매점,True
1778,TEST_01778,사찰,사찰,True
1779,TEST_01779,기념탑/기념비/전망대,기념탑/기념비/전망대,True
1780,TEST_01780,기념관,기념관,True
1781,TEST_01781,상설시장,상설시장,True
1782,TEST_01782,공원,터널,False
1783,TEST_01783,문화원,문화원,True
1784,TEST_01784,유명건물,유명건물,True
1785,TEST_01785,한식,한식,True
1786,TEST_01786,"야영장,오토캠핑장","야영장,오토캠핑장",True
1787,TEST_01787,한식,한식,True
1788,TEST_01788,사찰,사찰,True
1789,TEST_01789,"야영장,오토캠핑장","야영장,오토캠핑장",True
1790,TEST_01790,한식,한식,True
1791,TEST_01791,골프,골프,True
1792,TEST_01792,유원지,유원지,True
1793,TEST_01793,스케이트,스케이트,True
1794,TEST_01794,한식,한식,True
1795,TEST_01795,"야영장,오토캠핑장","야영장,오토캠핑장",True
1796,TEST_01796,수련시설,수련시설,True
1797,TEST_01797,해수욕장,해수욕장,True
1798,TEST_01798,유원지,유원지,True
1799,TEST_01799,한식,한식,True
1800,TEST_01800,컨벤션,컨벤션,True
1801,TEST_01801,일반축제,일반축제,True
1802,TEST_01802,상설시장,상설시장,True
1803,TEST_01803,계곡,계곡,True
1804,TEST_01804,헹글라이딩/패러글라이딩,헹글라이딩/패러글라이딩,True
1805,TEST_01805,공원,공원,True
1806,TEST_01806,한식,한식,True
1807,TEST_01807,"야영장,오토캠핑장","야영장,오토캠핑장",True
1808,TEST_01808,모텔,모텔,True
1809,TEST_01809,바/까페,바/까페,True
1810,TEST_01810,박물관,박물관,True
1811,TEST_01811,"야영장,오토캠핑장","야영장,오토캠핑장",True
1812,TEST_01812,한식,한식,True
1813,TEST_01813,바/까페,바/까페,True
1814,TEST_01814,한식,한식,True
1815,TEST_01815,자동차경주,자동차경주,True
1816,TEST_01816,한옥스테이,모텔,False
1817,TEST_01817,기념탑/기념비/전망대,기암괴석,False
1818,TEST_01818,모텔,모텔,True
1819,TEST_01819,계곡,계곡,True
1820,TEST_01820,자연생태관광지,자연생태관광지,True
1821,TEST_01821,농.산.어촌 체험,농.산.어촌 체험,True
1822,TEST_01822,컨벤션센터,컨벤션센터,True
